movie_id,movie_name,tags,rating
tt11379988,James,"Action, Comedy, Drama, James also called Santhosh Kumar, who works as a manager in a security company and finds himself up against the big bad guys., Chethan Kumar, Puneeth Rajkumar, 
Priya Anand, 
Meka Srikanth, 
Anu Prabhakar",7.5
tt10207954,Kalki,"Action, Thriller, The village of Kollapuram is under the rule of Narsappa (Ashutosh Rana) and Perumal (Shatru). One day during a local festival Sekhar (Siddhu Jonnalagadda), brother of Narsappa gets killed. ...                See full summary », Prasanth Varma, Rajasekhar, 
Adah Sharma, 
Sidhu Jonnalagadda, 
Ashutosh Rana",6.8
tt21343836,TeraStorm,"Animation, Action, Sci-Fi, A team of superheroes unites in an attempt to vanquish an ancient wizard who threatens to destroy the earth with a powerful mysterious artifact., Andrew Kaggia, Melvin Alusa, 
Mungai Kiroga, 
Peter Mudamba, 
Sarah Muhoho",8.7
tt14821184,Thana Sadar,"Action, A man hides from the world by committing a crime, but nature is always a witness to a crime., Vikram Thori, Kartar Cheema, 
Vikramjeet Virk, 
Arsh Maini, 
Hobby Dhaliwal",7.0
tt8742774,Mobile Suit Gundam: The Origin VI - Rise of the Red Comet,"Animation, Action, Drama, Char gets promoted to a commander with the honorary title of the Red Comet by his action in the Battle of Loum. General Revil is taken prisoner in the battle. Amuro has a desire to know what his father is creating., Takashi Imanishi, 
Yoshikazu Yasuhiko, Shûichi Ikeda, 
Megumi Han, 
Jin Urayama, 
Banjô Ginga",7.7
tt2338110,Only I...,"Action, Drama, An ambitious young man chases his dream of becoming a professional mixed martial arts fighter., Rodny Paulson, Brendan Fehr, 
Hunt Block, 
Dillon Casey, 
Shanda Bezic",7.8
tt14879560,Kaizoku Sentai: Ten Gokaiger,"Action, Adventure, Comedy, The 35th Super Sentai is an unbelievable team that uses the powers of previous teams to fight. They are the Kaizoku Sentai Gokaiger. Though they came to Earth seeking the ""greatest treasure...                See full summary », Shôjirô Nakazawa, Ryôta Ozawa, 
Yûki Yamada, 
Mao Ichimichi, 
Kazuki Shimizu",8.6
tt6010240,Guru,"Action, Drama, Sport, A curmudgeonly boxing coach sees the potential in a young woman; his belief in her changes her life., Gagan Bhullar, 
Sudha Kongara, Venkatesh Daggubati, 
Ritika Singh, 
Mumtaz Sorcar, 
Nassar",7.7
tt21289196,The Up Rank,"Action, Crime, Drama, In a world where ranking determines the value of a player, a gang of skilled gamers find a quick way to get rich by breaking the rules., Vathanyu Ingkawiwat, 
Kulp Kaljareuk, Bhumibhat Thavornsiri, 
Joseph Angelo, 
Krit Jeerapattananuwong, 
Kittisak Patomburana",6.6
tt9787140,The 400 Bravers,"Action, Add a Plot, Jetniphut Sa-Shing, Kwanjeera Buakong, 
Chusri Chern-Yim, 
Jay Jintai, 
Payap Khamphan",6.6
tt21025396,Alien Troopers,"Action, Sci-Fi, Add a Plot, Hui Yu, Xiao-su Ling, 
Chao Jiang, 
Jianyu Liu, 
Zijia Wang",8.5
tt15978702,Kamen Rider: Beyond Generations,"Action, Kamen Rider Revice, Saber, and their allies fight against a Kamen Rider from the future while attempting to help a time-displaced scientist reconcile with his now elderly son., Takayuki Shibasaki, Kentaro Maeda, 
Subaru Kimura, 
Wataru Hyuga, 
Ayaka Imoto",8.1
tt8032912,Parwaaz Hai Junoon,"Action, Romance, War, The life story of the brave soldiers of the Pakistan Army, mainly the Pakistan Air Force. Outlining their lives, relationships, duty and hardships., Haseeb Hasan, Hamza Ali Abbasi, 
Ahad Raza Mir, 
Shaz Khan, 
Kubra Khan",7.5
tt5563718,Haphazard,"Action, Thriller, When a secret US defense satellite containing missile activation codes crashes on a remote island off the coast of Thailand, one spy, one rebel, and one criminal race to recover the hard drive., Dean Alexandrou, Selina Lo, 
Damon Whitaker, 
Dane E. Connor, 
Ron Smoorenburg",6.9
tt11821566,The Devil's Daughter,"Action, The Harlequin. A jester. Merry maker. Joker. It originates from the old French, hellquin or the fille du diable. Or, the Devil's Daughter. On the border of insanity between truth and madness, dwells the soul of Harleen Quinzel., Ronald J Rossmann, Paul Hurley, 
Tom Gore, 
Crystal Cleveland, 
Lucky Mangione",7.5
tt11023754,Home Minister,"Action, Drama, Add a Plot, Sujay K. Srihari, Avinash, 
Malavika Avinash, 
Vijay Chendoor, 
Tanya Hope",7.6
tt11448538,Olokiki Oru: The Midnight Sensation,"Action, Crime, Drama, After the fall of the Oyo Empire and its becoming a British protectorate in 1888, two rival armed robbers strikes fear on several Yoruba towns in their fight for dominance, wealth and the heart of a fearless, beautiful Princess., Seun Olaiya, 
Ayuba Sodunke, Lateef Adedimeji, 
Idowu Adenekan, 
Fatai Adetayo, 
Murphy Afolabi",8.9
tt10136634,The Cran,"Action, Comedy, Drama, After reconnecting with his unstable high-school ex, a failed comedian becomes complicit in an absurd revenge crusade that puts him in the crosshairs of a rural cult., Tyler Savino, Joe Chrest, 
Matthew Alan Porter, 
Marlee Carpenter, 
Sydney Vollmer",8.3
tt16402534,Kung Fu Brothers,"Action, Add a Plot, Nabwana I.G.G., Asiimwe Apollo, 
Nsamba Francis, 
Isaac Newton Kizito",8.6
tt8100900,Code Geass: Lelouch of the Rebellion I - Initiation,"Animation, Action, Sci-Fi, A remake of first 17 episodes of code geass R1., Gorô Taniguchi, Jun Fukuyama, 
Takahiro Sakurai, 
Yukana, 
Ami Koshimizu",7.3
tt6782146,Bimbo bambino,"Action, Comedy, Drama, The story revolves around a group of teenage boys. When one of them suddenly gets a chance to make a pact with the devil things shift quickly in their lives., Alexi Carpentieri, Victor Poturaj, 
Byron Reimer Ward, 
Frej Wells, 
Musa Malik",6.9
tt14926354,The 53rd Annual Hunger Games,"Action, Thriller, 24 tributes must fight each other to the death in an arena until one tribute remains. Alliances will be formed, emotions will run high, trust will be betrayed, and only one person will leave the arena alive., Madison Traub, Abigail Knol, 
Lamonte Forte-Jordan, 
Sukhjot Singh, 
Ava Bub",6.6
tt21041972,Dear Vikram,"Action, Drama, When Nitya, an academically bright student meets Vikram, who has strong views on politics and idealism, it seems like a match made in heaven. With time they realise that their views are diametrically opposite and that they want different, K.S. Nandeesh, Sathish Neenasam, 
Shraddha Srinath, 
Vasishta N. Simha, 
Raksha Somashekhar",6.7
tt5468016,Digimon Adventure tri. Part 4: Loss,,7.1
tt2335908,Swami Ayyappan,"Animation, Action, Adventure, Swami Ayyappan, who was known as Manikandan during his lifetime, is a mythological super-hero. He is wise and well-versed in martial arts. He is soft and kind to the good and a nightmare to...                See full summary », Chetan Sharma, 
Mahesh Vettiyar, Ajith, 
Ambuty, 
Vasundra Devi, 
Suma Kariya",8.3
tt6763698,The Stuff,"Action, Comedy, Drama, An organic blend of action, suspense and gut-busting, hilarious comedy occur when two ""good-natured"" friends inadvertently snatch a bag that a cop needs to repay an overwhelming debt to the...                See full summary », Joseph C. Grant Jr., Al Thompson, 
Robert Stapleton, 
Michael Blackson, 
Melyssa Ford",7.6
tt5468014,Digimon Adventure Tri. Part 3: Confession,"Animation, Action, Adventure, After seeing Meicoomon's abrupt transformation and killing of Leomon, Agumon and the other Digimon are kept isolated in Koushiro's office in order to prevent them from infection, but signs of infection begin to appear in Patamon., Keitarô Motonaga, Yutaka Aoyama, 
Miho Arakawa, 
John Eric Bentley, 
Johnny Yong Bosch",7.6
tt8790606,The End of the World,"Action, Crime, Drama, Spira, 18, spent the last eight years in remand school and returns to Reboleira, a slum in Lisbon. His friends Giovani and Chandi are still there, as are the locals, deals and parties. But ...                See full summary », Basil da Cunha, Lara Cristina Cardoso, 
Marco Joel Fernandes, 
Alexandre Da Costa Fonseca, 
Michel David Pires Spencer",6.7
tt7176170,Defenders,"Action, Biography, Drama, August 31, 1937. The Chinese Commander Yao Ziqing and his National Army battalion are ordered to protect Baoshan, a vital coastal town near Shangaï from the advancing Japanese army. The ...                See full summary », Ping Han, 
Xi Liao, 
Siyang Zhang, En Bai, 
Jiamei Feng, 
Ziming He, 
Shigeo Kobayashi",6.7
tt4972112,Ten Violent Women: Part Two,"Action, When two athletic girls are forced to become drug mules and are then murdered by the mob, their girlfriends from the gym unite to avenge their deaths., Ted V. Mikels, Francine York, 
Dawna Lee Heising, 
Ben Stobber, 
George D. Miklos",7.7
tt4345774,The Lies We Tell But the Secrets We Keep: Part 3,"Action, Drama, Romance, The conclusion to the epic urban saga of 'The Lies We Tell...' Roni seeks revenge on Tank because she feels as if Tank had something to do with Bri being shot. So she takes matters into her own hands., Milon V. Parker, Aaron Badie, 
Anita Nicole Brown, 
Andrea V. Dean, 
Rion Harrie",7.8
tt9795588,The Bed-Sitting Room,"Action, Drama, War, This is a BBC radio play based on the John Antrobus surreal post apocalyptic stage play. Made into a film in 1969., Sam Michell, John Antrobus, 
Sean Baker, 
Bernard Cribbins, 
Derek Jacobi",9.6
tt7549502,Rafaela,"Action, Drama, A young girl from a Caribbean slum, gang leader, seeks her identity in the middle of a violent world., Tito Rodríguez, Edward Diaz, 
Hony Estrella, 
Lucas Marte, 
Marissabel Marte",8.2
tt17164540,Ishrat Made in China,"Action, Comedy, Drama, Ishrat is a first Pakistani film made in China. An Action Comedy Feature Film by 11.11 Films., Mohib Mirza, Shamoon Abbasi, 
Mustafa Chaudhry, 
Nayyar Ejaz, 
Shabbir Jan",7.0
tt12492650,Ek,"Action, Drama, EK is a love story set in the context of ever growing threat of suicide bombings in the country and across the world. It's a stylishly shot emotional action thriller with realistic ...                See full summary », Sampath Rudra, Bishnu Adhikari, 
Himanshi Khurana, 
Aparna Sharma, 
Prudhviraj",7.2
tt10820704,Kamen Rider Reiwa: The First Generation,"Action, Fantasy, Sci-Fi, Forced to be a Kamen Rider again to save the world when a Time Jacker alters history, Sougo must now work with another Kamen Rider from another world., Teruaki Sugihara, Fumiya Takahashi, 
Ryutaro Okada, 
Noa Tsurushima, 
Hiroe Igeta",7.4
tt18766736,Kamen Rider Saber: Trio of Deep Sin,"Action, Fantasy, Eight years after the battle for the Book of Omniscience, the peaceful lives of Touma, Rintaro, Mei and Kento are troubled by a mysterious new Falchion who can seemingly erase people from existence altogether., Kazuya Kamihoriuchi, Shuichiro Naito, 
Takaya Yamaguchi, 
Asuka Kawazu, 
Ryo Aoki",8.9
tt26659737,Cheddy Gang Tamasha,"Action, Johnny, Siddhanti, Raddu, Lantar, and Goni are friends in spoken English class in Hyderabad city. All those who are in financial trouble find stealing an easy way out and decide to become ...                See full summary », Venkat Kalyan, Jabardasth Appa Rao",9.0
tt5271442,Maalik,"Action, Crime, Drama, A man of Pakistan's Elite Special Forces whose life gets entangled with politics. They soon realize that serving the nation is more complicated than simple following of orders., Ashir Azeem, Ashir Azeem, 
Farhan Ali Agha, 
Hassan Niazi, 
Sajid Hasan",7.9
tt8442346,Gumm,"Action, Drama, Romance, A wanted criminal and a desperate father who are interlinked by a series of unfortunate events, manipulate their chances to save what matters most to them. Lost in the middle of nowhere, ...                See full summary », Ammar Lasani, 
Kanza Zia, Shamoon Abbasi, 
Anjum Habibi, 
Sami Khan, 
Shameen Khan",7.2
tt9542460,King Kong - FAN FILM,"Action, Adventure, Comedy, An adaptation of the classic story of King Kong, the story is updated to the present day as a stern filmmaker hires a oil research vessel commanded by a heroic captain to venture towards ...                See full summary », Jack Buchanan, Brett Charles, 
Jake Robertson, 
Sylvana Boonstra, 
Joshua Botelho",8.2
tt3581900,Broken Angels,"Action, Adventure, Drama, Two teens, both dealing with a harsh home life, find solace in friendship. Lisa is a timid soul, sulking in the loss of her loving mother. Jenny is a tough girl from the streets of Los ...                See full summary », Allyn Camp, Alyssa Elle Steinacker, 
Mimi Davila, 
Sam Lant, 
Hank Northrop",7.9
tt6229252,Midday Adventures,"Action, Drama, History, The story is about the terrorism of People's Mujahedin of Iran group in 1981. After the dismissal of president Bani-Sadr by the Iranian parliament the tensions became high. The terrorist ...                See full summary », Mohammad Hossein Mahdavian, Javad Ezati, 
Hadi Hejazifar, 
Mehrdad Sedighian, 
Mahdi Pakdel",6.7
tt6265750,1% - The Voice Within,"Action, A Swedish motorcycle club becomes prospects to an international club. The road to being a full patch club is long and tough. Life as a prospect means difficult choices for Johan ""Big"" ...                See full summary », Jesper Sanneving, David Labrava, 
Mitcho Batalov, 
Rolf Jarl, 
Jerry Solfeldt",7.7
tt20228436,Dhagad Saamba,"Action, Comedy, Drama, Dhagad Samba go to Hyderabad and become the tenant of a house. Samba and PK fall in love with their owner's daughters. When everything goes well, Samba gets to know a shocking truth. To know everything, you need to watch the main film, N.R. Reddy, Sampoornesh Babu, 
Chalaki Chanti, 
Sheeva Rana, 
Fish Venkat",7.9
tt9725236,13rd Sister,"Action, Comedy, Add a Plot, Khuong Ngoc, 
To Gia Tuan, Hua Minh Dat, 
Tien Luat, 
Khuong Ngoc, 
Dieu Nhi",7.0
tt21318724,Mu zhong wu ren,"Action, Drama, Blind Cheng, a registered bounty hunter of board of punishments, meets Ni Yan, a restaurant daughter who suffered family massacre and personal rape. Onlooking Cheng is then involved into a ...                See full summary », Bingjia Yang, Miao Xie, 
Weiman Gao, 
Hao Xiang, 
Ben Liu",7.0
tt5468018,Digimon Adventure tri. Part 5: Coexistence,"Animation, Action, Adventure, Homeostasis is trying to maintain harmony but considers Meicoomon's power to be an existential threat to both worlds. While the DigiDestined return to the Real World alienated by the abnormal state of the Digital World., Keitarô Motonaga, Robbie Daymond, 
Cristina Valenzuela, 
Cherami Leigh, 
Johnny Yong Bosch",6.9
tt24950180,Sivudu,"Action, Drama, The plot revolves around the crimes in a locality. A jolly youngster gets affected by the activities. His family and life get into danger. Things take a new turn as he decides to fight back., Suseenthiran, Aadhi, 
Nikki Galrani, 
V. Jayaprakash, 
Aakanksha Singh",6.1
tt7236640,Toofan Singh,"Action, Biography, History, The journey of a Punjabi Sikh boy who grew up during the chaotic, violent 1980s revolving around his chase for survival, equality and justice in order to protect and shield society and fight against brutality, crime and corruption., Baghal Singh, 
Naseeb Sngh, 
Gurcharan Virk, Ranjit Bawa, 
Daman Singh, 
Sukhbir Singh Batth, 
Sunita Dhir",6.9
tt6821342,The Steed,"Action, Adventure, Family, Set in the first part of the 20th century during the Russian revolution's spill over into the vast majestic lands of Mongolia. This epic story is about family, love, devotion and kinship ...                See full summary », Erdenebileg Ganbold, Ariunbold E., 
Enkhtuul G., 
Tserendagva Purevdorj, 
Mendbayar Dagvadorj",7.4
tt11853484,Serigala Langit,"Action, Drama, This movie about Gadhing ""Panther"" Baskara, an air force pilot at Skadron 10 - Serigala Langit. He was the best student in school, so it makes him proud and over estimate about himself. He ...                See full summary », Reka Wijaya, Deva Mahenra, 
Bunga Jelitha, 
Yoshi Sudarso, 
Anya Geraldine",7.7
tt11131480,16 Bars,"Action, This story follows Drew (played by emerging musical artist, Vyse), an aspiring young rapper as he is faced with the life struggles that led to his residence in a group home while balancing ...                See full summary », Tamir x Singleton, Gbenga Akinnagbe, 
Bre-Z, 
Corey Champagne, 
Mykey Cooper",8.7
tt21417736,Kamen Rider Geats × Revice: Movie Battle Royale,"Action, Fantasy, Add a Plot, Takayuki Shibasaki, Kokoro Aoshima, 
Yui Asakura, 
Kurara Emi, 
Claud Hachijoin",9.4
tt8714784,Turning Mecard W: The Secret of Van dine - Special Edition,"Animation, Action, Adventure, Birth of powerful mechanimals. The destiny depends upon this battle. Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and ...                See full summary », Heon Pyo Hong, So Yeon",9.4
tt8011288,Goli Soda 2,"Action, Drama, The story revolves around the lives of 3 young friends, who struggle to establish themselves in the real world. They are working to make it big until they get caught up in a certain situation, only to get rescued by a common friend., Vijay Milton, Samuthirakani, 
Gautham Vasudev Menon, 
Bharath Seeni, 
Vinoth",7.1
tt3437514,Reborn,"Action, Drama, Romance, In the City of Dallas Texas, during a 24-hour period the paths of 5 people interlace in a violent scenario that will change their destiny., Carlos Alba, Shane Land, 
Jose Chavez, 
Melissa Cordero, 
Kyle Grissom",7.6
tt16760880,Brazen Impact,"Action, Crime, This crime-action film looks at a criminal organization, the Governmental forces out to stop them, and the choices each makes. When a crime boss (Clark Fox) is knocked off, multiple ...                See full summary », Mark Byrne, Christopher Inlow, 
Lisa Whalen Hoffmann, 
Sharon Smyth, 
George Stover",7.2
tt21934736,Detective Dee: Ninth Floor Demon Tower,"Action, A series of strange incidents happen at the Tang's demon building but Detective Dee finds no clue. Dee finds the master of the family suspicious when he speaks with him, and when the eldest...                See full summary », Yinghua Fang, Norman Chu, 
Dongchen Cui, 
He Murong, 
Wenqi Zhao",6.4
tt6477380,Chou Super Hero Taisen: Kamen Rider vs. Super Sentai,"Action, Fantasy, The Game World launches an attack on the Real World. In front of Kamen Rider Ex-Aid (2016) and Uchu Sentai Kyuranger (2017) appears the ""Arena of Death"" where the destruction of the Earth will be decided., Osamu Kaneda, Hiroki Iijima, 
Toshiki Seto, 
Ukyô Matsumoto, 
Ruka Matsuda",7.0
tt10378660,The Dark Knight: The Ballad of the N Word,"Action, Comedy, Crime, The Dark Knight with a twist. It's based on The Joker memes from the internet., Liam Bilsky, Batman",8.8
tt6998596,Rangoon,"Action, Crime, Drama, A story about three friends dealing illegal gold trafficking in India and when they think everything is going smoothly their life takes a u-turn when a business deal goes wrong in Rangoon, Rajkumar Periasamy, Gautham Karthik, 
Sana Khan, 
Lallu, 
Prashant Nair",7.0
tt4424284,Seth and Tia,"Action, Comedy, Crime, Two patients, Seth and Tia develop a friendship during their stay in a mental institution. They decide to make a plan to break out, but they can't do it alone,so they ally with an enemy ...                See full summary », Steve Hasse, Michael Adams, 
Jason Bass, 
Breanna Chapman, 
Deborah Chenault-Green",7.4
tt13686374,Tokyo Dragon Chef,"Action, Comedy, Crime, Retired Yakuzas, Ryu and Tatsu, open a ramen restaurant and become an instant hit. But a mysterious upstart gang is taking down every Yakuza family one by one, luring the duo back to the ...                See full summary », Yoshihiro Nishimura, Subaru Andô, 
Yûki Ashida, 
Yûta Chatani, 
Chiaki Ikeyama",6.9
tt12269216,Dirty Cops L.A.,"Action, Comedy, 2 of LA's finest are on a race to find the source of some bad drugs that have infested the city. The 2 detectives manage to do a little bit of cop work along the way, however they don't hesitate to indulge themselves in the perks that come along with the badge., Jovonny Holloway, Jovonny Holloway, 
Gerald 'Slink' Johnson, 
D'Lai, 
Alphnia Boone",6.9
tt21103650,AMADO,"Action, Drama, Directed by Edu Felistoque and Erik de Castro, the film ""Amado"" was inspired by a real events. Blind to color, creed or sex, the police officer doesn't care if the individual is a thief or a policeman., Erik de Castro, 
Edu Felistoque, Similião Aurélio, 
Alexandre Barillari, 
Alexandre Brilharei, 
Sergio Cavalcante",6.7
tt5581630,Jendral Soedirman,"Action, Biography, History, The Dutch declares unilaterally that they are not longer bound by the Renville Treaty, and to stop the ceasefire. On December 19, 1948, Army Commander General Spoor Noord Simons leads ...                See full summary », Viva Westi, Adipati Dolken, 
Ibnu Jamil, 
Gogot Suryanto, 
Angga Riyadi",7.9
tt5889478,Agastya,"Action, Drama, A man has preternatural cool, like his historical/mythological namesake., K. Murlai Krishna, Jhillik Bhattacharya, 
Mihir Das, 
Minaketan Das, 
Praygan Khatua",7.7
tt6177442,Worth Fighting For,"Action, Drama, After falling in love, Alex tries to leave the world of underground boxing for the local mob, but that life is not ready to let him go., Joshua Sheik, Rudon Brannon, 
Josie Burke, 
Theresa Chason, 
Markeith Coleman",8.6
tt11006566,Toxica,"Action, Horror, Mystery, An injured stunt woman is infected by an ancient biological compound, when a side job as a PI goes wrong., Rona Walter, Charlie Blackwood, 
Grace Hendy, 
Paul McLaughlin, 
Andrew Forbes",7.9
tt9297624,Kamen Rider Heisei Generations Forever,"Action, Adventure, Fantasy, As their ""companions"" lose their memories, Sougo Tokiwa and Sento Kiryu find that an enemy has appeared in the Kuriogatake mountain., Kyohei Yamaguchi, So Okuno, 
Atsuhiro Inukai, 
Gaku Oshida, 
Eiji Akaso",6.9
tt12660498,Thadayam Mudhal Adhyayam,"Action, Thriller, One of the crime scene turns out to be intriguing for the cop Mathivaanan which links to the series of previous murders with same pattern in the town. Further probing leads him into ...                See full summary », Mani Karthi, Kalangal Dinesh, 
Karthikeyan, 
Linga, 
Maheshwaran",6.6
tt11859872,ACT 1978,"Action, Drama, Thriller, ACT 1978 talks about a pregnant woman who chooses her own way to condemn the injustices caused by the bureaucratic system., Mansore, Lokesh Achari, 
Avinash, 
Bhaskar Bangera, 
Anupama Basavaraj",7.7
tt22462224,Lakhey,"Action, Thriller, Sameer Maharjan, born in a family Lakhey, is a bank manager. He regards Lakhey as Lord Indra and the protector of the community. His professional and family life is ruined as he gets ...                See full summary », Samrat Basnet, Aaryan Adhikari, 
Rakshya Budhathoki, 
Saugat Malla, 
Nutan",9.6
tt12071786,Kothala Rayudu,"Action, Fresh look sensitivical comedy drama with humour touch in ending .in present society everybody run for money but in this movie hero run for money in trapping heroine . Finally finding what ...                See full summary », Sudheer Raju, Akhil, 
Ananth, 
Rajsekhar Aningi, 
Anjaneyulu",6.8
tt10328046,The Final Sacrifice: Directors Cut,"Action, THE FINAL SACRIFICE is a three-sided story about German, Italian, and American soldiers, set in Northern Italy during the final weeks of the World War II., Ari Taub, Thomas Pohn, 
Fabio Sartor, 
Milton Welsh, 
Carmine Raspaolo",8.0
tt11554404,The Game,"Action, Drama, An honest policeman's quest to nab a dreaded criminal., Suranga de Alwis, Ranjan Ramanayake, 
Tharindi Fernando, 
Janith Wickremage, 
Sriyantha Mendis",6.9
tt7833606,Girls und Panzer das Finale: Part I,"Animation, Action, Comedy, Victory over the battle with university selection team who survived the school and finally had a peaceful winter day Members of Oarai girls' school tank champion team. Minor changes began, ...                See full summary », Tsutomu Mizushima, Mai Fuchigami, 
Ai Kayano, 
Mami Ozaki, 
Ikumi Nakagami",7.2
tt18183916,Star War the Third Gathers: The Backstroke of the West,,9.3
tt18397016,Gauntlet,"Action, Adventure, Sci-Fi, Stranger to the world of gaming, a meek and mild teen is transported into the digital space of a vintage video game, where he must find a way to rescue his trapped older brothers and return home before the console is unplugged and donated., Jeff Loehrke, Dylan Stretchbery, 
Kelly Rogers, 
Johnathon Byrd, 
Jeff Loehrke",7.8
tt5871184,Mobile Suit Gundam: The Origin III - Dawn of Rebellion,"Animation, Action, Drama, Having faked his death at the cost of his friend, Édouard assumes the role of Char and undergoes training as a Zeon soldier., Takashi Imanishi, 
Yoshikazu Yasuhiko, Shûichi Ikeda, 
Tetsuya Kakihara, 
Tomoaki Maeno, 
Jin Urayama",8.0
tt11316996,A Touch of Vengeance,"Action, Crime, Drama, A hitman's life becomes more complicated after an easy job takes a turn for the worse., Jordan-Kane Lewis, Leona Clarke, 
Martin Nadin, 
Steven Wardle, 
Ian Hodson",8.9
tt9491768,The Wild Women Prisoners,"Action, Comedy, Seven female convicts being transported over international waters crash land on a desert island only to discover they are not alone and soon became the prey of a ruthless bandit (Andrew Stokes) ., Qin, Kate Gordon, 
Alexandra Kashtanova, 
Anastasiya Sedikova, 
A.C Stokes",7.9
tt10437378,Kamen Rider Zi-O: Over Quartzer,"Action, Adventure, Comedy, The Quartzers, calling themselves the Wardens of Time, appear after Sougo Tokiwa collected all of the Heisei Ridewatches. A grand conspiracy behind the birth of the King of Time becomes clear., Ryuta Tasaki, So Okuno, 
Gaku Oshida, 
Shieri Ohata, 
Keisuke Watanabe",7.3
tt3709472,The Acquirer,"Action, The series centered around the exploits of master thief ""Lucien Hayes"" (Matt Schulze) and Arthur/ex-CIA agent (Tom Sizemore)., Matt Schulze, Matt Schulze, 
Tom Sizemore, 
May Anderson, 
Nathan Anderson",8.7
tt11023422,Anya The Other,"Action, Crime, The film is about human trafficking. An attempt has been made to explore a realistic hard core issue in society today and expose the sordid truth behind it., Simmy Joseph, Atul Kulkarni, 
Prathamesh Parab, 
Tejashree Pradhan, 
Raima Sen",8.3
tt4561448,Prithvi,"Action, Drama, Prithvi Kumar is an young IAS Officer who works as District Commissioner for Bellary District and whose honesty clashes with the illegal gaNi-dhaNigaLu (mining lords) and the corrupt politicians in the highest seats of power in Karanataka., Jacob Varghese, Puneeth Rajkumar, 
Parvathy Thiruvothu, 
Srinivasa Murthy, 
Sathyapriya",8.3
tt11718902,Ajagajantharam,"Action, Comedy, Aranjali is all set to celebrate the annual temple festival. Some unforeseen chain of events involving an elephant, a few young men, a notorious criminal, a drama troop and some trouble-loving villagers brings complete mayhem to the place., Tinu Pappachan, Arjun Ashokan, 
Lukman Lukku, 
Antony Varghese, 
Jaffer Idukki",6.7
tt2359281,Shadow of the Monarch,"Action, Mystery, Thriller, A seemingly homeless man who catches butterflies in the park witnesses a gangland shooting. He's dragged off into a tunnel to be killed, passes out only to awaken to a bloody nightmare - ...                See full summary », Randy Kent, 
John Luksetich, Blanca Avalos, 
John Luksetich, 
Bill Suplee, 
Benjamin Sadipe",7.3
tt10176540,Force to Fear,"Action, Horror, Thriller, Two kidnappers, a dealer, a group of college kids, and a killer converge in an abandoned school. Once they cross paths, chaos ensues, and it's a race to survive the night., Chad Bruns, 
Zane Hershberger, Sable Griedel, 
Chad Bruns, 
April Yanko, 
Ginny Griedel",7.1
tt22030582,The Master of Dragon Descendants: Magic Dragon,"Action, Fantasy, In order to release her father's seal, San Sheng, the daughter of the Dragon King, goes back 500 years to search for the Dragon Master, intending to change her father's sealed fate by killing him., Xifan Dai, Norman Chiu, 
Michele Jang, 
Yinghao Sheng",8.7
tt15341102,Savage Man,"Action, After the bandits murdered his native tribe, young Shankui began to live in the forest on the Tianmu mountain as a savage hermit. Savage and girl became friends but bandits's boss hired best chivalrous swordswoman to kill The Mountain King, Hou Guo-Tao, Liang Jie-Li, 
Wang Li-Dan, 
Chenyue Lu",7.1
tt11603230,La Muerte De Un Federal,"Crime, Adventure, Action, Add a Plot, Alonso O. Lara, Jesus Esparza, 
Luis Huizar, 
Vianey Huizar, 
Jesus Heredia",9.6
tt15391274,Dr. Jason,"Action, Horror, Mystery, Invited by a desperate woman the psychiatrist and ex military Nik Jason tries to help her demonic possessed sister and gets into a deadly hell trip of a parallel world., George Tounas, George Tounas, 
Luise Hasse, 
Silvana Synovia, 
Jannis Sky",7.2
tt7717440,The Legend of Muay Thai: 9 Satra,"Animation, Action, Adventure, With ""Ott"" father's last hope to take back Ramthep City where is now occupy by Asura (Giant Race), the boy was trained the martial art of Muay Thai for the mission of delivering 9 Satra, ...                See full summary », Pongsa Kornsri, 
Gun Phansuwon, 
Nat Yoswatananont, Kanokchat Manyaton, 
Savitree Suttichanond, 
Sirichai Charoenkijtanakul, 
Rachphol Yamsaeng",7.4
tt15202238,Takhatgarh,"Action, Add a Plot, Baljeet Noor, Dheeraj Kumar, 
Aashish Duggal, 
Lakhwinder, 
Suvinder Vicky",6.7
tt4374126,Revenge of the Worthless,"Action, War, A film depicting the brutally disfigured cultural narrative of a land with the most enviable cultural heritage highlighting the heroic struggle of a few unsung heroes during 2009 Swat Insurgency., Jamal Shah, Qunber Ali, 
Faheem Azam, 
Firdaus Jamal, 
Emel Karakose",7.9
tt16762078,The Longest Run,"Action, Crime, Thriller, Two rival getaway drivers settle the score on the open road., Michael Fredianelli, Derek Crowe, 
Michael Fredianelli, 
Areyla Faeron, 
Kevin Karrick",7.2
tt14675732,Vice City,"Action, Crime, In Miami Beach, Vice City, a local young hustler and his ride or die girlfriend, is determined to make a come up like a drug cartel, but everything gets real over money and diamonds., Twant Lavish, Twant Lavish, 
Valarie Moscato, 
Christa Reday, 
Dayveontay Pedraza",8.7
tt7834494,Girls und Panzer das Finale: Part II,"Animation, Action, Comedy, The second film in the six-part Girls and Panzer: Saishuushou film series., Tsutomu Mizushima, Mai Fuchigami, 
Ai Kayano, 
Mami Ozaki, 
Ikumi Nakagami",7.4
